"";"fungsi";"iterasi";"populasi";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"optimum";"time"
"elapsed";"f1";100;10;-30,1249057067562;-31,3473925417759;-2,19414234642301;-15,8357221809922;0,932753890241195;-13,3833193817555;-4,69684557570425;7,20596084143812;-7,60211788836456;11,5309662749276;2590,47819776537;3,019
"elapsed1";"f1";100;30;-2,14099431415043;-1,6099110396715;-4,66224347728426;3,20200009772285;-1,17128591757435;-4,18957744746797;9,77826693585551;3,85892557344065;-10,0305492865222;0,463886649572546;269,42237962842;10,078
"elapsed2";"f1";100;50;0,481276875538325;-0,170971085508308;-1,08707943965728;-2,37380487542649;-0,586813871112823;-0,0488473126679299;3,5422124536643;0,232314862544278;-0,0600533475495319;1,23515033451567;21,5547284326768;16,78
"elapsed3";"f1";100;100;-0,206602652701493;0,549448126663123;0,0629787806338521;0,0122427290882252;-0,333681348080596;0,464998184882912;-0,713050988132854;-1,01298499592139;-0,265980437013245;0,149581164169347;2,30396109641097;32,754
"elapsed4";"f1";500;10;-23,5837784825993;1,63797810032526;-30,798908760228;-9,5675627511954;-15,3637603257712;-0,740299610534102;-3,98534010609394;9,18999484206653;1,77062999542524;-2,87542978518363;1947,32396044214;14,954
"elapsed5";"f1";500;30;-0,326949444277885;3,0590195686814;-2,6137637778105;0,765636390366519;-2,11915198624528;-4,80702675652581;-0,484780713761242;0,0283163410972527;-4,8700082829433;-5,74244446941066;101,409231523709;49,495
"elapsed6";"f1";500;50;0,340948608848507;-0,145159303089292;-0,30313618301548;-0,645907460552464;-0,211998865330201;0,0328528271026749;-0,268041947637837;-7,25197453681893;0,0780113747028715;-0,576504170060585;53,6938519983935;85,569
"elapsed7";"f1";500;100;-0,310069096469213;-0,333757429922396;0,561709532249624;-0,0930354788350505;0,194906458204842;-0,34238467165616;-0,367455128827104;0,169866811654477;-0,371985819237199;0,315499093226521;1,08871698933418;163,229
"elapsed8";"f1";1000;10;29,056661002934;-1,83047962624014;5,38530946746817;0,15490500150021;16,9024870827546;-11,6579672594542;11,9440142788738;-1,98853929735077;5,29701394690699;-9,19295638645423;1557,45059763462;29,712
"elapsed9";"f1";1000;30;-14,9073415739526;18,3219506599429;-3,73264509530968;0,195386502365331;-0,178037533070226;6,67766869628974;-0,586802069766608;-2,06725765250014;0,391482872190155;4,12339175197045;638,289989911653;99,05
"elapsed10";"f1";1000;50;0,547157294262863;0,861967562976183;0,74329831202435;0,183206676654705;-0,623090138542566;2,23575944729768;0,313667583169955;0,0934262741912952;-1,16646678453823;0,98815326314763;9,4594953305883;165,741
"elapsed11";"f1";1000;100;0,260422871221729;0,448250207950708;0,0378688631396816;0,58167335866206;0,640209835623671;-1,10289755610413;-0,335330095909225;-0,243187332481904;-0,166030609349543;0,0504847891886561;2,43647914972822;317,17
"elapsed12";"f2";100;10;1,0176305269041;1,50280402247507;-1,11202946812883;2,82413671697458;-0,00276943409556608;-2,73574489628249;-0,145599699858683;-0,0702473248557416;0,344999406244157;-0,412902397885352;10,1693940661388;2,92099999999994
"elapsed13";"f2";100;30;-0,457378307017885;0,0654291025231628;-0,214760634191586;0,955399401084393;0,333511426757766;0,000444425716782811;-0,103433002442564;0,021675897455912;0,326307050825866;0,591933334713462;3,07027258667061;9,76599999999996
"elapsed14";"f2";100;50;0,370865939014066;0,00159316495345193;0,24780420943736;0,0283319253942539;0,022217581054075;-0,0093420486500144;-0,290942498102707;-0,0429981125714865;-0,0278020303369639;-0,0164845504887229;1,05838206000315;16,5050000000001
"elapsed15";"f2";100;100;0,092666743079012;-0,0376286411639034;0,0405479782911097;-0,129295733408933;0,000385115858793366;-0,0220262596620211;0,00243441694110351;-0,0102796128661958;0,00745121433893314;0,00523706623871971;0,347952781848725;31,454
"elapsed16";"f2";500;10;-0,020241077048138;-0,288875464818907;-0,0986494195577601;-0,264799369754766;-0,116506145841092;0,803517464975233;0,211421766087396;2,30917811091979;1,38838871732656;1,36954954404383;6,8712598185554;14,5500000000002
"elapsed17";"f2";500;30;0,169464029338485;0,19240962039189;0,000914021904991784;-0,349537663527621;0,016350367879267;0,0737504512379119;-0,514950360877874;-0,398506686686788;0,494129198928035;0,0108498227630433;2,22086222367411;49,605
"elapsed18";"f2";500;50;-0,0025555705757023;0,105476128055381;0,240320140413471;0,0357585236328311;-0,0728327247229456;0,000744632517849544;-0,193587337664423;0,00116611469766266;-0,0418953087692707;0,389626519874277;1,08396300092382;83,116
"elapsed19";"f2";500;100;-0,00348263971539589;0,00224289903857568;0,0359625128712652;0,00252966760036477;0,0742872912751184;-0,0870359967069796;-0,0145878790142902;-0,0199497440230028;0,0647251480170511;-0,013916726418645;0,318720504680689;163,12
"elapsed20";"f2";1000;10;0,611271039460829;1,10834814671928;-0,0782142384095205;-0,210522586745216;2,72364132130266;-0,538971149649497;-2,9603670134149;-0,0470983940850569;-0,449723156231517;1,42858916548623;10,1714156749425;29,21
"elapsed21";"f2";1000;30;0,288497303638546;-0,0291874327542295;-0,00615200565308999;0,442459214545109;0,097553588341681;-0,442369257918617;-0,0860278588661747;-0,0911993914155931;-0,0488468938698451;-0,408003669041819;1,94029661759134;98,8220000000001
"elapsed22";"f2";1000;50;0,0566530460462541;-0,0728036360065748;0,00613170715896923;0,275587737983986;0,0199521197535678;0,330653799927195;-0,074091432144194;-0,00655938979344516;0,101596656871152;0,0383480226171252;0,982377548303334;166,655
"elapsed23";"f2";1000;100;-0,00413213424406663;-0,0667640036702694;0,000154049133590295;-0,0304256022100494;0,00775711597823375;-0,0252297426948117;0,00299097586223665;-0,0040228038645068;0,0217296526756118;0,00680157540029164;0,170007655733668;319,835
"elapsed24";"f3";100;10;-17,3772122353522;13,1771103210481;-24,7420594657598;59,9244388728695;-28,2433612145429;8,24623732649422;-25,5006403121128;20,3033327368472;-24,6622712080149;37,247995182418;3183,36436377354;3,14200000000005
"elapsed25";"f3";100;30;1,86398527969407;0,511428203836798;-3,35049418350054;-2,80324664265466;19,4063594083968;-30,1993957710783;11,7097465836004;9,61788161557007;-9,19710878221689;2,17595662143168;540,767445479611;10,606
"elapsed26";"f3";100;50;2,32580484394136;-2,22133410106352;0,427598034548862;2,29298847542873;-7,75121295039096;3,03763429688668;4,35562412726266;-0,828899146656344;-2,53358953672286;0,214832326862459;51,5530270989099;17,528
"elapsed27";"f3";100;100;0,176144011347624;-1,58896154958104;2,66013127322346;-1,08062768328328;-0,336830054266592;0,124455142455582;0,0210691257311301;0,106203710559446;-0,0617231874186693;-0,063412256947507;3,65124561374873;34,989
"elapsed28";"f3";500;10;15,4612770750867;-40,9052476908;34,632902836909;0,614726775262865;-0,897246017875421;-16,5017545499069;31,1013086421315;-46,7542069003051;25,1072233545563;-6,1953833651353;2319,27966672379;15,4699999999998
"elapsed29";"f3";500;30;-4,17154739618016;6,21574780793421;2,47845739575888;-9,63371293209023;13,2845883630438;-16,0972824703641;8,75607340991032;-1,25942574467483;1,44717403254973;-1,43927013215021;199,841782427245;51,0920000000001
"elapsed30";"f3";500;50;-4,04733477829571;4,74380768773847;0,100280523518337;2,27194358281848;-5,8458341822663;1,71793938302788;2,78792475545378;-5,55287990173702;7,02041059973381;-3,47858117242459;63,66051374151;86,8699999999999
"elapsed31";"f3";500;100;-0,725652686801034;0,578752815742795;-0,568199577641227;1,93479703520601;-1,07901068612403;-0,338726502345709;-0,964490132327509;2,16822121265313;-1,72004476146367;1,45722083545224;6,03123685209794;172,065
"elapsed32";"f3";1000;10;-22,4239028467342;29,4253941283924;1,71151026443782;-9,62703446423516;3,55343841737765;-5,53813672824123;5,44018584337988;11,5583603220971;-25,9301957871619;3,95367779785314;1051,23739014664;31,1599999999999
"elapsed33";"f3";1000;30;1,92141480056809;-2,20237910688662;3,49924030620155;-3,35419367684105;1,23000926099624;-0,674735853550416;-1,61936214756823;-5,84673399834115;16,8493588612585;-14,6362593143955;186,071423750787;104,102
"elapsed34";"f3";1000;50;-1,03240563617687;0,458729466840542;3,30942845443217;-9,38134976976515;12,4865717335897;-5,10007074145153;-5,61093666199536;8,5886526719355;-4,77087376702551;1,97837648147791;127,219485858081;175,843
"elapsed35";"f3";1000;100;1,07973647012952;-1,90636794060846;-0,168928387754146;3,59268697216503;-3,79747242617689;-0,924314928610281;4,22796189575201;-1,98826315796267;-1,65450083927736;2,65427042507918;23,5902221899536;342,622
"elapsed36";"f4";100;10;-26,7448037800922;-15,5441836294246;-4,57753936739664;-0,171349808980392;32,2233225686116;18,4215959652655;4,62115464053534;-29,0223186820353;-4,90483392376558;-24,504306383389;32,2233225686116;2,92900000000009
