"";"fungsi";"iterasi";"populasi";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"optimum";"time"
"elapsed100";"f9";500;10;0;0;0;0;0;0;0;0;0;0;0;0,140000000000001
"elapsed101";"f9";500;30;0;0;0;0;0;0;0;0;0;0;0;0,189999999999998
"elapsed102";"f9";500;50;0;0;0;0;0;0;0;0;0;0;0;0,310000000000002
"elapsed103";"f9";500;100;0;0;0;0;0;0;0;0;0;0;0;0,469999999999999
"elapsed104";"f9";1000;10;0;0;0;0;0;0;0;0;0;0;0;0,219999999999999
"elapsed105";"f9";1000;30;0;0;0;0;0;0;0;0;0;0;0;0,36999999999999
"elapsed106";"f9";1000;50;0;0;0;0;0;0;0;0;0;0;0;0,47999999999999
"elapsed107";"f9";1000;100;0;0;0;0;0;0;0;0;0;0;0;0,850000000000009
"elapsed108";"f10";100;10;8,81388789872425e-228;-3,31012804230108e-228;1,08919554825097e-227;1,23786385720132e-228;4,37678664739856e-229;5,43968193401453e-228;5,19955563987528e-228;-9,66245704421778e-229;1,54865979220818e-228;-6,31727902950856e-228;4,44089209850063e-16;0,0499999999999972
"elapsed109";"f10";100;30;2,76959330015631e-139;1,71848625928316e-139;2,00948617760078e-139;2,10759844356833e-139;-1,32791590233105e-139;4,08704412883813e-139;-7,16762192643606e-139;-3,91132517374883e-139;3,92392667440753e-139;-2,35567785719244e-140;4,44089209850063e-16;0,0400000000000063
"elapsed110";"f10";100;50;3,40053760598186e-189;2,71194972392652e-188;-4,50390993577109e-189;2,01746948542975e-189;-1,81179333095552e-188;-1,45664181026313e-188;-3,47767141669222e-188;-3,94631742981775e-188;-5,57230574578288e-189;2,93164508588022e-188;4,44089209850063e-16;0,0799999999999983
"elapsed111";"f10";100;100;-2,26007675020796e-110;-6,74348291938261e-111;9,88753513923867e-111;-7,97930172390456e-111;9,77376945143663e-111;-1,85210710375479e-110;2,54385852582799e-110;1,64485496959399e-110;-1,44628618704474e-110;1,66586099943768e-110;4,44089209850063e-16;0,109999999999999
"elapsed112";"f10";500;10;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,140000000000001
"elapsed113";"f10";500;30;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,219999999999999
"elapsed114";"f10";500;50;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,310000000000002
"elapsed115";"f10";500;100;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,530000000000001
"elapsed116";"f10";1000;10;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,189999999999998
"elapsed117";"f10";1000;30;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,370000000000005
"elapsed118";"f10";1000;50;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,549999999999997
"elapsed119";"f10";1000;100;0;0;0;0;0;0;0;0;0;0;4,44089209850063e-16;0,960000000000008
"elapsed120";"f11";100;10;8,16788336070899e-154;-2,17875250192499e-153;2,22728702953266e-153;8,91642365652119e-157;4,08271768230437e-155;5,89556276974988e-154;-1,73353725726409e-153;-1,28003139987738e-154;5,52249376575563e-154;-6,04861456594806e-155;0;0,0299999999999869
"elapsed121";"f11";100;30;8,84576896762612e-114;2,20923586779285e-114;-8,37779848554094e-114;-7,6772940150826e-114;-8,86796449948631e-114;3,83881590702142e-114;1,71253431060772e-113;6,66991522943071e-114;-7,42208330701340e-114;8,35642970515328e-114;0;0,0500000000000114
"elapsed122";"f11";100;50;-2,30558688491755e-116;2,71753813893131e-115;6,54343537244899e-118;2,3798574913524e-116;4,63093386331891e-115;1,36991072360567e-115;4,76721445407748e-116;-5,74388829513857e-116;-8,35419168797249e-116;4,11405594084498e-115;0;0,0899999999999892
"elapsed123";"f11";100;100;4,86149863304336e-154;-8,50249987344382e-154;2,73934573650046e-155;-1,54175240312996e-153;-1,0403205586218e-153;1,09035297003702e-153;-1,44640275240184e-153;6,88470994347871e-154;1,13430713296864e-153;3,68360739756909e-154;0;0,140000000000001
"elapsed124";"f11";500;10;0;0;0;0;0;0;0;0;0;0;0;0,160000000000011
"elapsed125";"f11";500;30;0;0;0;0;0;0;0;0;0;0;0;0,25
"elapsed126";"f11";500;50;0;0;0;0;0;0;0;0;0;0;0;0,299999999999997
"elapsed127";"f11";500;100;0;0;0;0;0;0;0;0;0;0;0;0,509999999999991
