"";"fungsi";"iterasi";"populasi";"numVar";"optimum";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"time"
"1";"f1";100;10;10;18,8819437523436;-1,35409933122906;0,749481945400971;1,76151582939371;0,446972680813097;-0,146815673642733;0,470408354203913;0,551819740242181;2,6077676308556;1,28090388718337;2,04826812215492;0,25
"2";"f1";100;30;10;6,04404391841587;0,131699056563508;-1,48323416654712;-0,839186433134613;0,457850477476789;-0,176984491700807;-0,191945293658165;1,52705907447526;-0,448905414370861;0,476172027142831;0,290728329095009;0,340000000000146
"3";"f1";100;50;10;53,0686318433321;0,766548833596253;6,93350406584566;-1,46873927561245;0,478951555751071;0,365696734914196;0,0797870872245414;1,13385524598615;0,368009097930801;-0,0140623202809074;0,677945573321754;0,569999999999709
"4";"f1";100;100;10;0,989819396281654;0,0163143446523804;-0,0905817959423563;0,256892336118685;0,433873546746432;0,383194909137273;0,67872588990847;-0,0284529905240134;-0,143412986216078;-0,148794676412776;-0,275833944115853;0,569999999999709
"5";"f1";500;10;10;4,64876447011572e-05;-0,000979040186597515;0,00112825407331629;-0,000344930502480813;-0,000187014098218777;0,00197679960734143;0,00493391966759663;-0,000865822496277427;0,000228631810358138;0,0021652372373912;-0,00321881081580138;1,13999999999942
"6";"f1";500;30;10;1,48334957774899e-12;-8,83192905943143e-08;-1,18165974799494e-07;-5,26003244390688e-08;5,42775991045179e-08;2,73348204018186e-07;1,03550597578387e-06;3,56285752011227e-08;-1,26734430444668e-07;-4,72041192291094e-07;-2,62159238226074e-07;1,66000000000167
"7";"f1";500;50;10;3,73766183173492e-13;-7,66326658083561e-08;-5,35630555993767e-08;-2,49775516950067e-08;4,12280069015937e-09;-3,0140676941025e-08;3,57414861764597e-07;-4,61037687596298e-07;-1,13158655913529e-07;-9,91643628899989e-08;-2,31451016178544e-08;2,05999999999949
"8";"f1";500;100;10;6,64781660759616e-18;-7,81466399374987e-10;5,21665831436307e-11;2,42593849872645e-09;1,65074671594078e-11;4,90790017875506e-12;3,78166251544675e-11;-1,72607286255913e-10;1,02752921055918e-10;-3,30382368994277e-11;-3,25665899348094e-10;3,17000000000007
"9";"f1";1000;10;10;2,03362458000386e-10;2,63401241857765e-06;-1,18781211579503e-06;-7,04545464832639e-07;-1,37354790307125e-07;2,44495265060378e-06;5,94727035086738e-06;1,0031104330955e-05;-6,11836344207526e-07;4,72179346517504e-06;5,46422353842985e-06;2,31999999999971
"10";"f1";1000;30;10;4,64302166667807e-23;-1,214808394144e-12;-5,85236535709652e-13;-1,52365134881241e-12;-1,03127079160023e-12;-5,15142117360851e-13;1,11725134760658e-12;-3,46129692216740e-12;-3,92815893536409e-12;6,40071416795915e-13;-3,44856494109213e-12;3,18000000000029
"11";"f1";1000;50;10;1,81378417168484e-28;2,12182727343571e-15;-1,22316807545929e-15;-1,03550340452728e-15;1,1301208534098e-14;4,16216907865552e-15;-4,52480410801454e-15;-1,34151060279774e-15;1,4187340431765e-16;1,67883545923599e-16;2,63535142190239e-15;4,14999999999964
"12";"f1";1000;100;10;9,41029607998565e-34;2,82785134582307e-19;-9,68560692129359e-20;1,9849048794995e-18;1,14379798397281e-19;2,4344919333861e-19;1,70221787437349e-17;2,38048332405472e-18;-6,15610871447009e-19;5,82885631909039e-18;2,46404595952672e-17;6,35000000000036
"13";"f2";100;10;10;0,231478230591949;0,00746450229835087;-0,000381084348516171;0,00307762550262298;-0,0125363045630976;0,00262168661131985;0,141312223761559;0,00294233671047117;-0,0141614546454303;0,0325552029955328;0,0144258091550483;0,299999999999272
"14";"f2";100;30;10;0,128481918456038;0,000450453517840773;-8,0946129966537e-05;-0,00034244450539079;-5,72295848971984e-05;-0,00797623142416217;-7,04077822629196e-05;0,00308123848202374;-0,114765138612346;0,000610306298908152;0,00104752211823972;0,380000000001019
"15";"f2";100;50;10;0,0211457315354006;0,00522323067459175;0,00324992071425754;0,000482708886593218;0,000144101421002468;0,00343191562935079;0,00483012425357784;-0,00115582374371139;0,00204161066542963;-9,82483126671344e-05;-0,000488047234218861;0,479999999999563
"16";"f2";100;100;10;0,00153737332470802;7,59117816277282e-06;0,000203854828489823;0,000217287025055002;-0,000267402131278918;0,00011009430643707;7,07389606338493e-05;-9,11433958244799e-05;-0,000241067573611164;0,000121988518042604;-0,000206205407172333;0,699999999998909
"17";"f2";500;10;10;0,000125842645132564;-2,86490389490886e-06;1,13178007672044e-05;3,64316872793907e-06;-9,07945888375757e-06;-1,67789520427246e-06;-1,7264328396087e-05;-9,05662796866885e-06;-5,24141986220416e-06;1,39968725430087e-05;-5,1700168884513e-05;1,18000000000029
"18";"f2";500;30;10;7,43343941761156e-10;8,26303976527227e-11;-4,13465501265675e-11;-8,80998119410279e-12;-6,19833670490649e-11;-2,15023464946907e-10;-1,12731316076335e-10;1,71013395405011e-10;-3,75627555982074e-12;-1,6480159140703e-11;-2,9569034609923e-11;1,75
"19";"f2";500;50;10;3,31524387319244e-11;-4,06373007914418e-13;-1,81715545359359e-13;-6,76675116817353e-12;-2,03513570270398e-13;3,14740837181809e-13;1,12529507604925e-12;-2,05513299719974e-11;3,17746008573623e-12;-3,09740344204644e-13;-1,15519125037412e-13;2,21000000000095
"20";"f2";500;100;10;3,63020122431403e-17;8,98495427754318e-18;1,63904205548926e-17;1,94210102218288e-18;2,0225496341927e-18;-3,28344201273715e-18;-7,47782497455445e-19;-1,38330398811806e-19;1,8539638776316e-19;-2,66981032221004e-19;-2,34005442534044e-18;3,27000000000044
"21";"f2";1000;10;10;3,25740314641824e-06;-7,00720092126777e-09;7,24147056455434e-07;-1,66562492887808e-08;3,00244220669956e-07;-1,19880343185604e-06;4,6018743734299e-08;-4,17174431291667e-07;3,58804881734149e-09;-4,34931096438517e-08;-5,00270653739603e-07;2,29999999999927
