"";"fungsi";"iterasi";"populasi";"numVar";"numMemeplex";"frogLeapingIteration";"optimum";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"time"
"59";"f5";1000;50;10;5;10;3966,57643561362;-0,390093331410391;-0,786263077431435;-0,776238428631556;-0,972576266676306;-1,5006227625069;0,541377037802661;-0,339914279725576;-1,08507738518914;0,727099108062861;-4,28327915668571;50,2400000000002
"60";"f5";1000;100;10;5;10;174,868895894424;-0,274432964207879;0,00760864318034421;0,295734428515707;-0,149807021195334;-0,541140817829364;0,881705047369184;0,603219203001653;0,576014200192198;1,20935048642223;1,59878369198576;53,3899999999999
"61";"f6";100;10;10;5;10;1963,01048710492;-7,3673442291954;3,51607592926807;-14,4719741546011;9,97317345146405;-7,5173638722644;-26,0191123213864;-5,59073074944821;-20,0926679680701;3,26256037768312;21,1888047826129;5,59000000000015
"62";"f6";100;30;10;5;10;128,814220865045;2,71888076167486;1,67218884168824;-1,5113262295763;2,23052454077913;1,03686800001392;0,69961605864541;1,70093892169736;7,40889044150377;-2,2684771240598;-6,06173036959557;5,82999999999993
"63";"f6";100;50;10;5;10;17,7277237588874;-2,6078282012182;-0,222177383001457;-0,516740301326315;-1,74578456929768;-0,599918909157911;2,27720265543181;-2,153190391985;-0,765021879603516;-1,24986221038937;-1,25294914476151;5,90000000000009
"64";"f6";100;100;10;5;10;7,6713544295746;-0,363103852547166;-0,540878983725384;-1,32543901499496;0,00586700391609278;-1,29665301852123;0,728829662121851;0,627481867240571;0,27346606814256;0,766677174703814;-1,54645938052107;6,15999999999985
"65";"f6";500;10;10;5;10;973,599639227848;-11,7008528516796;5,6482257305488;11,6463174450357;-9,90616534196911;-16,6137364321378;6,99358744282173;0,78586855521467;-3,11739318004611;-14,2548335615464;-8,29903040123185;24,9699999999998
"66";"f6";500;30;10;5;10;279,775581399549;-10,7953115759037;-1,25205724278019;5,42209470062722;-7,9935788979481;-0,859524225134882;-0,541869863809207;1,34991202269109;-5,05680439645648;2,35580644648829;-7,53692677965347;25,1700000000001
"67";"f6";500;50;10;5;10;128,421031189499;-0,26324237772568;1,1981693303806;-3,49904102873791;-1,24938333745439;-0,631297159396277;-8,46294825002752;-2,96571549010505;5,60502483521296;-0,0201178577417512;-3,48633951532472;26,1600000000003
"68";"f6";500;100;10;5;10;1,44534260138642;-0,565186707400378;-1,06686387795697;-1,21252405593476;-0,42097337290147;0,0354032452313221;-0,118488131481329;-0,764146929972088;-0,25162039290169;-0,623255426467491;-0,664185960244789;26,2799999999997
"69";"f6";1000;10;10;5;10;667,26172591157;-9,5134475662041;1,5482650384351;-13,0052542779828;-6,35830879112888;-4,84934902022361;-1,53560934516601;6,18879693967786;-11,5893848753904;-3,70133696436257;-14,3985822793646;47,1500000000001
"70";"f6";1000;30;10;5;10;148,626705219086;-1,42230525861091;2,70705695697965;-8,21691282225093;-1,19269901236426;-3,3490623931332;-1,38615675582766;-7,90982250732812;-0,0106308609855668;0,14152609588599;3,1057358033927;47,77
"71";"f6";1000;50;10;5;10;111,524115153622;-3,15865251676823;-2,66648332505945;0,421322006306846;-0,604894206657808;8,99363643226752;-1,44371207480573;-2,53895497160782;0,64738911564892;-1,21551987520272;-1,87719347880859;48,21
"72";"f6";1000;100;10;5;10;4,18910601714886;0,669529721080214;-0,572811551609509;-0,02302572051956;-1,5233097394397;-0,522826721888909;-0,727829106844259;-0,515595241083023;0,250867272646227;0,0592103535122615;-1,28239963393684;49,8299999999999
"73";"f7";100;10;10;5;10;0,997124235499876;0,371528897318218;0,220705482594986;-0,0375555546871088;-0,368419248388596;0,241700117160743;-0,0461457658037263;-0,0143442404276869;0,269711183123229;0,433610467899084;0,110525532920154;5,84999999999991
"74";"f7";100;30;10;5;10;0,855723032396985;0,106408291773582;0,0571631323139229;0,18655670795416;0,0763150786076829;0,0648394701706098;-0,101330808226813;0,0390992894728596;0,00606010817486882;0,123458984683439;-0,0508182909447484;6,23000000000002
"75";"f7";100;50;10;5;10;0,103666854121775;-0,139035376641561;0,0429152283066003;0,0082435972883956;-0,0678633780264211;0,0270116186182756;-0,0757673677508294;-0,0150592111096665;-0,0160814984010551;0,00824300997775414;-0,062367857724826;6,32000000000016
"76";"f7";100;100;10;5;10;0,452644097073696;0,0717110510418714;0,0685574189669391;-0,0286515988948946;0,0455586044038374;0,015238407653136;-0,0100710885087229;-0,0346024686851633;-0,000889786178432911;-0,0436418249848088;-0,00829599277583446;6,7199999999998
"77";"f7";500;10;10;5;10;0,922895739222648;0,0201052200566893;0,182031083066618;0,0710883232603822;0,107861908675411;-0,194438772225808;-0,282122883086432;0,00422139741745662;-0,18721981907797;0,47672675006569;-0,203520520659337;25,52
"78";"f7";500;30;10;5;10;0,144865939285428;0,0213065763805983;-0,210016982660535;0,0833784240315316;0,0565180037458811;-0,12183269646852;0,0298537242285338;-0,0786545260559388;0,118619093465335;-0,0993623843795146;0,00160279486585293;25,8900000000003
"79";"f7";500;50;10;5;10;0,281507581991115;0,0186985264227285;-0,0378497718876897;-0,18690405647621;0,0494770377199573;0,0388411856660851;0,199772200757776;-0,049328291905308;0,0137205912549429;-0,0269999764192626;-0,0610615400348813;26,9099999999999
"80";"f7";500;100;10;5;10;0,964681892656022;-0,0293321709462988;0,180821856363107;-0,106852570348274;0,0562107446315898;-0,0390452599634182;0,0103645328749403;-0,00563730335555582;-0,0198937643644287;0,000611133428887397;-0,0444333201418573;28,04
