"","X","fungsi","iterasi","populasi","numVar","scalingVector","crossOverRate","optimum","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","time"
"71",71,"f6",1000,50,5,0.5,0.5,490.491366981555,-2.08472952945158,-11.12859233981,6.64816852367949,-1.26353077789645,-18.4814830223331,0,0,0,0,0,38.9299999999998
"72",72,"f6",1000,100,5,0.5,0.5,69.4326986081836,0.842628214741126,1.11643834679853,1.78728036116809,-0.4290621727705,7.23178449843545,0,0,0,0,0,74.71
"73",73,"f7",100,10,5,0.5,0.5,0.779247853553181,0.63401241838932,0.337621039748192,0.465556497611105,0.51975641310215,-0.371913053952158,0,0,0,0,0,1
"74",74,"f7",100,30,5,0.5,0.5,0.596809960689977,0.4646698564291,-0.166248419880867,0.0660723034851257,0.196282959803939,0.396328113973141,0,0,0,0,0,2.7800000000002
"75",75,"f7",100,50,5,0.5,0.5,0.162676434735144,0.412855824232101,-0.335610415637493,0.144061321616173,0.264238262921572,-0.347599504739046,0,0,0,0,0,4.78999999999996
"76",76,"f7",100,100,5,0.5,0.5,0.955170670718779,-0.434852131605148,-0.170293438732624,-0.125957797169685,-0.219464238882065,0.105781193971634,0,0,0,0,0,9.07000000000016
"77",77,"f7",500,10,5,0.5,0.5,1.09844895246636,-0.272492402866483,0.425397404162212,0.159273273944855,0.570942441225052,-0.195160798849538,0,0,0,0,0,4.98000000000002
"78",78,"f7",500,30,5,0.5,0.5,0.513999151235519,-0.0194981969264334,-0.02118027895689,0.330058696120977,0.477059125863016,-0.429993726015091,0,0,0,0,0,14.1699999999996
"79",79,"f7",500,50,5,0.5,0.5,1.04139376301313,-0.0121043086564167,-0.389008303284645,-0.299376867413521,0.0890096563100815,-0.0423338548094038,0,0,0,0,0,21.1400000000003
"80",80,"f7",500,100,5,0.5,0.5,0.809045267686578,-0.265425130606164,0.193423846960068,0.0650670608878139,0.266597057450563,0.00909508158452721,0,0,0,0,0,39.1799999999998
"81",81,"f7",1000,10,5,0.5,0.5,1.02042174379551,0.0248767685843624,0.118054991289973,-0.47322723954916,-0.157601590380072,0.0368989950418472,0,0,0,0,0,9.92000000000007
"82",82,"f7",1000,30,5,0.5,0.5,0.802571724663547,-0.300999858155846,-0.0391639676690101,0.443431093394757,-0.0258415889739991,0.259704953730107,0,0,0,0,0,25.1900000000001
"83",83,"f7",1000,50,5,0.5,0.5,0.428044625897637,0.450461711883545,0.186369872242212,0.2460650780797,0.386118018999695,-0.0403212178498508,0,0,0,0,0,39.6100000000001
"84",84,"f7",1000,100,5,0.5,0.5,0.272981431041758,-0.401648649424314,0.38630627900362,0.407026570439339,0.202812037207184,-0.371733161713929,0,0,0,0,0,75.73
"85",85,"f8",100,10,5,0.5,0.5,-6005.7747495867,2063.99981715185,1535.36635282217,-534.653063807127,1048.59691907768,1083.51488425978,0,0,0,0,0,0.989999999999782
"86",86,"f8",100,30,5,0.5,0.5,-7724.88395473858,1586.89719245012,-609.177966864081,-3825.07299445945,-2388.24017477964,-1228.5345563605,0,0,0,0,0,2.8100000000004
"87",87,"f8",100,50,5,0.5,0.5,-109045.049458756,-11115.7251900247,5683.05453220455,204.944680967984,5860.5397749343,-93728.9989460986,0,0,0,0,0,4.66999999999962
"88",88,"f8",100,100,5,0.5,0.5,-49563.7775716422,13479.9914053755,-8500.20647689598,25108.5870567637,-2936.07264674938,16043.7570253453,0,0,0,0,0,8.74000000000024
"89",89,"f8",500,10,5,0.5,0.5,-56213230.4083413,-4636316.5746901,-17814395.5911258,-9473303.96435943,-19888928.9416556,7580710.77361846,0,0,0,0,0,4.73000000000002
"90",90,"f8",500,30,5,0.5,0.5,-39032999.0929946,6774653.84357213,1066097.26561473,2570839.87255214,-32751563.2583024,-882386.098157805,0,0,0,0,0,13.3099999999999
"91",91,"f8",500,50,5,0.5,0.5,-2046138951.34757,-101267242.792102,186141379.600807,-41458474.6175236,-256801909.497953,1935150048.18346,0,0,0,0,0,20.5
"92",92,"f8",500,100,5,0.5,0.5,-1498339559.78199,235328975.950275,-267635124.1876,438908475.77838,-252825822.552326,721553815.983925,0,0,0,0,0,38.6700000000001
"93",93,"f8",1000,10,5,0.5,0.5,-4555741337855.78,-728806265613.684,1504590030779.67,-1284348219231.44,-770639717972.042,1365903774100.6,0,0,0,0,0,9.44999999999982
"94",94,"f8",1000,30,5,0.5,0.5,-22192576822.0683,1941724916.1082,-3014068645.96023,8545152546.35848,-9415818045.94055,3713097672.514,0,0,0,0,0,24.3400000000001
"95",95,"f8",1000,50,5,0.5,0.5,-2199214081634.14,-33524232878.2185,-1523075043915.3,205602686145.629,237455797829.725,-280079423764.976,0,0,0,0,0,39.6300000000001
"96",96,"f8",1000,100,5,0.5,0.5,-5368124477859.2,1098496950225.14,1857651242798.67,2386982551960.09,-1341108689072.6,-2618557344390.47,0,0,0,0,0,74.1199999999999
"97",97,"f9",100,10,5,0.5,0.5,29.8609075865508,-1.14050312161446,-0.0484974705427894,-3.14271847724914,1.99991894841194,2.11146885216236,0,0,0,0,0,1.05999999999995
"98",98,"f9",100,30,5,0.5,0.5,10.7364865003114,-0.0372261878848048,0.979348557889462,-0.990317094326019,-1.194886315763,-0.0442931073904056,0,0,0,0,0,3.0300000000002
"99",99,"f9",100,50,5,0.5,0.5,26.9137862326508,0.939340107440949,2.17241095304489,1.93719930410385,-3.00488417387009,0.933848912715912,0,0,0,0,0,4.94000000000005
"100",100,"f9",100,100,5,0.5,0.5,22.2037997422349,-1.01544129610062,0.792305085659027,-1.18912737250328,1.99645357847214,-1.04321390092373,0,0,0,0,0,9
"101",101,"f9",500,10,5,0.5,0.5,58.2503070570024,-3.75479577720165,-1.00470000505447,3.98627658963203,0.155910034775735,1.2730041384697,0,0,0,0,0,4.90999999999985
"102",102,"f9",500,30,5,0.5,0.5,21.781964303212,-1.89902887701988,-1.17893559932709,-1.98534198760986,-2.04361811041832,0.05640251159668,0,0,0,0,0,13.8600000000001
"103",103,"f9",500,50,5,0.5,0.5,20.7835498945655,0.122065956518055,-0.0442535781860354,2.95070161819458,1.98428587704897,0.155210181176662,0,0,0,0,0,21.3299999999999
"104",104,"f9",500,100,5,0.5,0.5,25.2691394305397,1.26368669390678,2.00584716796875,0.858630838394165,-0.029159014225006,2.02212207555771,0,0,0,0,0,39.1600000000003
"105",105,"f9",1000,10,5,0.5,0.5,36.9330675976836,-1.20445012331009,0.918518506065009,3.72763917922974,-0.0147778528928758,-0.0655553251504903,0,0,0,0,0,9.55999999999995
"106",106,"f9",1000,30,5,0.5,0.5,25.9418419321611,-1.07638924837112,-3.9216139626503,1.99829558849335,-1.04866894252598,0.942772064208985,0,0,0,0,0,24.8099999999999
"107",107,"f9",1000,50,5,0.5,0.5,15.8651322093723,-1.04515299260616,-0.195705447793006,-2.03585299015045,1.06243187785149,-0.949843032360076,0,0,0,0,0,39.2799999999997
"108",108,"f9",1000,100,5,0.5,0.5,18.6463403634645,-1.94729001283646,0.038065701127052,1.06871599793434,-2.03756989240646,-0.209654227197171,0,0,0,0,0,75.4300000000003
"109",109,"f10",100,10,5,0.5,0.5,16.9610418295788,4.13290825486183,-0.912914242595434,-2.9057367965579,-15.3587278574705,-4.70280446112156,0,0,0,0,0,1.05999999999995
"110",110,"f10",100,30,5,0.5,0.5,9.32552953904603,4.66158509254456,2.25932800769806,-0.545163191854954,-1.1591923981905,-0.0621137619018555,0,0,0,0,0,2.83000000000038
"111",111,"f10",100,50,5,0.5,0.5,3.6898412456292,-0.538609072566032,-1.28817056119442,-0.0168508011847734,-0.0854048803448677,0.0387404370121658,0,0,0,0,0,4.88999999999987
"112",112,"f10",100,100,5,0.5,0.5,13.4080698428349,-7.51088627427816,7.06560681015253,-1.92105333507061,-1.88324590818956,1.06329952646047,0,0,0,0,0,9.01999999999998
"113",113,"f10",500,10,5,0.5,0.5,17.4550571340147,8.05311769247055,7.04942633677274,-0.0802207440137863,-14.523789586965,-6.13804601877928,0,0,0,0,0,4.98000000000002
"114",114,"f10",500,30,5,0.5,0.5,15.3854843272128,1.32583813928068,-3.33653418719769,-9.22108252346516,-5.33296804875135,-6.02407781779766,0,0,0,0,0,13.8800000000001
"115",115,"f10",500,50,5,0.5,0.5,13.5065564251976,-3.21816440299153,-2.00738087296486,3.60372088290751,-2.03359888121486,-9.11330242455006,0,0,0,0,0,21.0299999999997
"116",116,"f10",500,100,5,0.5,0.5,6.67530848490737,1.32947132363915,0.541749551892281,1.63339777290821,1.1236282736063,1.5896902680397,0,0,0,0,0,39.2000000000003
"117",117,"f10",1000,10,5,0.5,0.5,20.1472332202998,-9.09056471288204,-20.8247572779655,-25.8852205984294,-0.925922676920891,-20.8504392318428,0,0,0,0,0,9.94999999999982
"118",118,"f10",1000,30,5,0.5,0.5,8.28699680743861,-4.07462139427662,-0.582568198442459,0.458131119608879,-1.0499957241118,-0.513156071305275,0,0,0,0,0,25.5
"119",119,"f10",1000,50,5,0.5,0.5,12.9296189967794,3.30493304133415,-3.96610038913786,4.40248767286539,5.92414818704128,-1.46896044909954,0,0,0,0,0,39.6399999999999
"120",120,"f10",1000,100,5,0.5,0.5,9.78449308817581,-4.0189700499177,2.70381461270154,-2.95724884979427,-1.65852816402912,-2.05917473137379,0,0,0,0,0,75.4100000000003
"121",121,"f11",100,10,5,0.5,0.5,8.36779270344732,-12.1249685995281,-28.4871999174356,-45.4169990960509,-160.130272479728,-28.0606039334089,0,0,0,0,0,1
"122",122,"f11",100,30,5,0.5,0.5,2.02499661091359,-26.9877777434886,-0.706221163272858,-56.136227818206,-17.5761256366968,-2.99991304054856,0,0,0,0,0,3.00999999999976
"123",123,"f11",100,50,5,0.5,0.5,8.26235171835098,-38.6434463784099,11.2021297914907,30.9688702225685,-42.5660821376368,157.121453806758,0,0,0,0,0,5.09999999999991
"124",124,"f11",100,100,5,0.5,0.5,8.68900879652857,17.2993335494539,63.1278379209107,-42.9889758699574,6.25230346340686,-156.6800407134,0,0,0,0,0,9
"125",125,"f11",500,10,5,0.5,0.5,17.5784976500369,187.49051601626,114.549627236556,-4.45850451505976,55.7935294898925,123.55991397053,0,0,0,0,0,4.89000000000033
"126",126,"f11",500,30,5,0.5,0.5,11.8417211109396,27.8966145124286,179.518657643348,-80.3964713704772,-28.1680190004408,-56.1107258778065,0,0,0,0,0,13.6900000000001
"127",127,"f11",500,50,5,0.5,0.5,7.64976742558437,-7.94456312432885,65.9636704658624,133.249928173609,-27.9165846761316,60.4087571147829,0,0,0,0,0,20.9200000000001
"128",128,"f11",500,100,5,0.5,0.5,3.75224860091075,-15.4671086522285,-28.0914182541892,-39.1425711102784,4.02157064527273,-93.7031467110501,0,0,0,0,0,38.8899999999999
"129",129,"f11",1000,10,5,0.5,0.5,53.7115340507072,-71.1435230914503,34.9236245965585,-58.6509289685637,-307.02759004198,-327.586517116288,0,0,0,0,0,9.40000000000009
"130",130,"f11",1000,30,5,0.5,0.5,3.42555360801651,12.8986384836026,-5.76575518352911,34.0635841945186,72.9318542984402,53.4372009336948,0,0,0,0,0,25.3000000000002
"131",131,"f11",1000,50,5,0.5,0.5,3.950163685444,1.10401939673466,-25.7851602276787,-39.7931251831324,-98.0905363743659,9.21665641071741,0,0,0,0,0,39.1399999999999
"132",132,"f11",1000,100,5,0.5,0.5,1.47353382304376,-28.9818136050599,4.99023939482868,-17.0918333809823,-27.7869818732142,22.2538945265114,0,0,0,0,0,75.46
"133",133,"f12",100,10,5,0.5,0.5,7688379.21412364,6.49382940027863,-11.8474239599891,-14.9025717342738,6.10619252547622,26.6196259181015,0,0,0,0,0,1.0300000000002
"134",134,"f12",100,30,5,0.5,0.5,1283765.8105188,7.24163872655481,5.93324012734229,-19.6652358048595,11.1871159097063,-18.0058566154912,0,0,0,0,0,2.79999999999973
"135",135,"f12",100,50,5,0.5,0.5,9.78741444470072,-1.14280752022751,0.0126297236420214,-9.24338204786181,-4.36253654770553,-1.37922970461659,0,0,0,0,0,4.94000000000005
"136",136,"f12",100,100,5,0.5,0.5,6.88758471859948,2.97151135455351,-1.26945960801095,-3.80835544783622,1.76280958112329,-6.28667698474601,0,0,0,0,0,8.98000000000002
"137",137,"f12",500,10,5,0.5,0.5,4184299.33647616,7.43773835711181,-11.9879625388421,-4.73086118045103,24.0516131394543,17.299302702304,0,0,0,0,0,4.97000000000025
"138",138,"f12",500,30,5,0.5,0.5,25.8045299702679,-4.70175561931683,4.37418695073575,-1.20921899579116,-10.1458495177212,-8.09474258567207,0,0,0,0,0,13.8099999999999
"139",139,"f12",500,50,5,0.5,0.5,3.32650957540714,-1.30261867889203,-8.98309031617828,-1.05339684232604,0.27896676765522,-2.00404170464026,0,0,0,0,0,21.3600000000001
"140",140,"f12",500,100,5,0.5,0.5,1444.64591101591,7.63602128936327,11.9385486614192,-1.36320601777697,-3.85565280448645,-3.67166969936079,0,0,0,0,0,39.6699999999996
"141",141,"f12",1000,10,5,0.5,0.5,32358.5622220077,-0.793729640309948,-3.44235806915094,12.1367903717328,14.1677229985362,9.85878682637349,0,0,0,0,0,9.5300000000002
"142",142,"f12",1000,30,5,0.5,0.5,7956545.39635128,10.9822055557743,13.750550779514,24.7470480506308,-23.2638218440115,-15.7777667162009,0,0,0,0,0,25.6599999999999
"143",143,"f12",1000,50,5,0.5,0.5,3.67316957159785,3.33267191890627,-1.48301103292212,1.81964613111631,-0.951944649546022,-6.34182072244585,0,0,0,0,0,39.6700000000001
"144",144,"f12",1000,100,5,0.5,0.5,29.6611588007642,6.57498422369827,-8.74898546608165,6.79395147417381,-9.54433880688157,3.92249823198654,0,0,0,0,0,76.6100000000001
"145",145,"f13",100,10,5,0.5,0.5,9780104.53262584,17.2714127809741,12.4848097329959,21.3798531214707,-2.26743663661182,2.95331488596275,0,0,0,0,0,1.03999999999996
"146",146,"f13",100,30,5,0.5,0.5,50462.532634675,6.97894585318863,-6.77950901445001,5.01179513521492,5.47376336762682,9.67800670186989,0,0,0,0,0,2.76999999999998
"147",147,"f13",100,50,5,0.5,0.5,463131.030908491,-2.95408608290018,5.19621515704785,-5.01149609335698,4.68050311210391,13.2492873701267,0,0,0,0,0,4.75
"148",148,"f13",100,100,5,0.5,0.5,4.46535035746406,-1.53463236056268,-0.685718556633219,-2.27681308751926,3.54429965373129,-0.448385393247008,0,0,0,0,0,8.69999999999982
"149",149,"f13",500,10,5,0.5,0.5,935552.85393577,3.6475827510003,6.83977111657441,-14.8316741222516,-3.21199533250009,3.04172576161363,0,0,0,0,0,4.73000000000002
"150",150,"f13",500,30,5,0.5,0.5,90.0637226366633,4.11058638710529,5.95071981078945,0.815032178070396,0.97522077121539,-3.43264332623221,0,0,0,0,0,13.6000000000004
"151",151,"f13",500,50,5,0.5,0.5,2967584.43758375,-0.196702289395034,8.40150926323986,-17.9006366466638,11.3216493598884,8.96242600865662,0,0,0,0,0,21.3099999999999
